trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
347,False,"{'a': 0.024462594273292778, 'e': 0.0536828127095019}",30,13,-15.49918125782408,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
348,False,"{'a': 0.02421796833055985, 'e': 0.05360562674188974}",20,16,9.284775436522294,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.02397578864725425, 'e': 0.05352877275721892}",20,6,24.37224675418303,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.02373603076078171, 'e': 0.05345224838248487}",20,13,12.296854031211948,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.023498670453173894, 'e': 0.05337605126836238}",30,17,13.907295293601763,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.023263683748642155, 'e': 0.053300179088902604}",25,10,24.935578736146482,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.023031046911155734, 'e': 0.05322462954123495}",30,0,-5.177886503785896,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
354,False,"{'a': 0.022800736442044178, 'e': 0.05314940034527339}",30,0,49.23974476839932,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
355,False,"{'a': 0.022572729077623737, 'e': 0.053074489243427524}",25,13,10.23256599689645,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
356,False,"{'a': 0.0223470017868475, 'e': 0.052999894000318}",20,6,23.970657644835104,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.022123531768979025, 'e': 0.05292561240249631}",30,8,44.04232138773139,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.021902296451289233, 'e': 0.05285164225816899}",25,0,31.973979530676523,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
359,False,"{'a': 0.02168327348677634, 'e': 0.05277798139692595}",25,15,20.208015434423643,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.021466440751908577, 'e': 0.05270462766947299}",35,25,18.15165876238304,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.021251776344389493, 'e': 0.05263157894736842}",25,3,-4.358541084792195,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
362,False,"{'a': 0.0210392585809456, 'e': 0.05255883312276367}",30,4,42.85336258744941,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.020828865995136142, 'e': 0.0524863881081478}",20,9,11.006006974038442,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
364,False,"{'a': 0.02062057733518478, 'e': 0.052414241836095915}",25,11,28.686207613500816,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.02041437156183293, 'e': 0.052342392259021375}",30,15,28.702209183957713,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.020210227846214603, 'e': 0.05227083734893167}",25,17,15.360958793777755,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.020008125567752458, 'e': 0.052199575097188054}",35,20,25.351756113820908,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.019808044312074932, 'e': 0.05212860351426869}",25,5,35.42708068698991,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.019609963868954184, 'e': 0.052057920629535355}",25,0,24.27409415673443,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
370,False,"{'a': 0.019413864230264644, 'e': 0.05198752449100364}",35,20,30.239704003461547,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.019219725587962, 'e': 0.0519174131651165}",30,20,18.013051875463532,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.019027528332082377, 'e': 0.05184758473652126}",20,0,31.913297114255464,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
373,False,"{'a': 0.018837253048761552, 'e': 0.05177803730784977}",25,0,28.06622336141393,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
374,False,"{'a': 0.018648880518273937, 'e': 0.051708768999501914}",20,2,28.679624234755526,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.0184623917130912, 'e': 0.051639777949432225}",20,3,27.74144789843229,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.018277767795960288, 'e': 0.05157106231293967}",25,9,18.482919601964632,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
377,False,"{'a': 0.018094990118000684, 'e': 0.051502620262460476}",20,0,26.991822103220432,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
378,False,"{'a': 0.01791404021682068, 'e': 0.05143444998736397}",25,3,-6.54780619747393,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
379,False,"{'a': 0.017734899814652472, 'e': 0.051366549693751415}",30,16,30.050640784287317,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.017557550816505948, 'e': 0.051298917604257706}",25,13,21.03895020173326,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.01738197530834089, 'e': 0.051231551957856}",30,17,25.723208958160598,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.017208155555257478, 'e': 0.05116445100966508}",35,21,6.17632489808622,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
383,False,"{'a': 0.017036073999704904, 'e': 0.0510976130307596}",25,18,13.27747370874266,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.016865713259707857, 'e': 0.051031036307982884}",20,11,15.271525302156265,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.01669705612711078, 'e': 0.050964719143762556}",20,3,16.41193079748751,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
386,False,"{'a': 0.01653008556583967, 'e': 0.050898659855928764}",30,8,37.4849956150665,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.01636478471018127, 'e': 0.05083285677753489}",20,3,24.97728306714167,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.01620113686307946, 'e': 0.05076730825668096}",20,0,8.419544587509593,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
389,False,"{'a': 0.016039125494448664, 'e': 0.05070201265633938}",30,12,5.138832213907026,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
390,False,"{'a': 0.015878734239504175, 'e': 0.05063696835418333}",25,13,16.544199353466325,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.015719946897109132, 'e': 0.05057217374241736}",25,4,30.461863951463382,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.01556274742813804, 'e': 0.050507627227610534}",20,9,22.146753839835807,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.01540711995385666, 'e': 0.050443327230531826}",20,0,24.49102852258363,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
394,False,"{'a': 0.015253048754318094, 'e': 0.05037927218598784}",30,21,0.9915375157360515,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
395,False,"{'a': 0.015100518266774913, 'e': 0.05031546054266276}",20,10,12.222185345271932,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.014949513084107163, 'e': 0.050251890762960605}",20,5,19.490638320683857,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.014800017953266091, 'e': 0.05018856132284956}",20,10,20.095403873313526,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.01465201777373343, 'e': 0.05012547071170855}",20,0,28.57653667365032,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
399,False,"{'a': 0.014505497595996095, 'e': 0.05006261743217589}",35,12,33.558660165758944,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.014360442620036135, 'e': 0.05}",25,7,31.03239578254986,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.014216838193835773, 'e': 0.04993761694389224}",25,1,27.180906519506696,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",35,15,32.18089201640844,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,14,11.990784396655233,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,7,27.065373402879473,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,13,12.015577343968047,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,19,19.69319199590091,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,5,38.382388756952125,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,6,24.122439526604854,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,23,13.999603074842755,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,8,29.10604082277354,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,8,21.674749050804806,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
